kind,scenario,nb_cars,metric,metric_label,goal,unit,step,component,from_method,to_method,value_from,value_to,delta,delta_pct,improvement
baseline,pessimistic,20,rate_abs,No-show rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.1452,0.1452,0.0,0.0,False
baseline,pessimistic,20,nb_no_show,No-shows,down,,0,Minimum Waiting Time,min_waiting,bramev,9.0,9.0,0.0,0.0,False
baseline,pessimistic,20,nb_reservations,Confirmed reservations,up,,0,Minimum Waiting Time,min_waiting,bramev,62.0,62.0,0.0,0.0,False
baseline,pessimistic,20,mean_occupancy_rate,Occupancy rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.1317,0.1317,0.0,0.0,False
baseline,pessimistic,20,mean_service_rate,Service rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.0485,0.0485,0.0,0.0,False
baseline,pessimistic,20,slot_waste_rate,Wasted reserved slots,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.6236,0.6236,0.0,0.0,False
baseline,pessimistic,20,nb_station_level_rejections,Rejected demands,down,,0,Minimum Waiting Time,min_waiting,bramev,114.0,114.0,0.0,0.0,False
baseline,pessimistic,20,total_ms_mean,End-to-end latency,down,ms,0,Minimum Waiting Time,min_waiting,bramev,101.846,102.038,0.192,0.1885,False
baseline,pessimistic,20,wall_time_s,Wall time,down,s,0,Minimum Waiting Time,min_waiting,bramev,4.755,4.766,0.011,0.2313,False
baseline,pessimistic,20,exact_satisfaction,Exact satisfaction,up,%,0,Load-Aware,load_aware,bramev,0.9089,0.9089,0.0,0.0,False
baseline,pessimistic,20,needs_satisfaction,Needs satisfied,up,%,0,Load-Aware,load_aware,bramev,0.9089,0.9089,0.0,0.0,False
baseline,pessimistic,20,confirm_rate,Confirmation rate,up,%,0,Load-Aware,load_aware,bramev,0.9254,0.9254,0.0,0.0,False
baseline,pessimistic,20,mean_waiting_time_min,Mean waiting time,down,min,0,Load-Aware,load_aware,bramev,0.0,0.0,0.0,,False
baseline,pessimistic,20,mean_travel_distance_km,Mean distance,down,km,0,Load-Aware,load_aware,bramev,0.4157,0.3957,-0.02,-4.8112,True
baseline,pessimistic,20,rate_pres,Show-up rate,up,%,0,Load-Aware,load_aware,bramev,0.371,0.371,0.0,0.0,False
baseline,pessimistic,20,rate_abs,No-show rate,down,%,0,Load-Aware,load_aware,bramev,0.1452,0.1452,0.0,0.0,False
baseline,pessimistic,20,nb_no_show,No-shows,down,,0,Load-Aware,load_aware,bramev,9.0,9.0,0.0,0.0,False
baseline,pessimistic,20,nb_reservations,Confirmed reservations,up,,0,Load-Aware,load_aware,bramev,62.0,62.0,0.0,0.0,False
baseline,pessimistic,20,mean_occupancy_rate,Occupancy rate,up,%,0,Load-Aware,load_aware,bramev,0.1292,0.1317,0.0025,1.935,True
baseline,pessimistic,20,mean_service_rate,Service rate,up,%,0,Load-Aware,load_aware,bramev,0.0468,0.0485,0.0017,3.6325,True
baseline,pessimistic,20,slot_waste_rate,Wasted reserved slots,down,%,0,Load-Aware,load_aware,bramev,0.623,0.6236,0.0006,0.0963,False
baseline,pessimistic,20,nb_station_level_rejections,Rejected demands,down,,0,Load-Aware,load_aware,bramev,114.0,114.0,0.0,0.0,False
baseline,pessimistic,20,total_ms_mean,End-to-end latency,down,ms,0,Load-Aware,load_aware,bramev,101.787,102.038,0.251,0.2466,False
baseline,pessimistic,20,wall_time_s,Wall time,down,s,0,Load-Aware,load_aware,bramev,4.743,4.766,0.023,0.4849,False
baseline,pessimistic,20,exact_satisfaction,Exact satisfaction,up,%,0,Random Feasible,random_feasible,bramev,0.9089,0.9089,0.0,0.0,False
baseline,pessimistic,20,needs_satisfaction,Needs satisfied,up,%,0,Random Feasible,random_feasible,bramev,0.9089,0.9089,0.0,0.0,False
baseline,pessimistic,20,confirm_rate,Confirmation rate,up,%,0,Random Feasible,random_feasible,bramev,0.9254,0.9254,0.0,0.0,False
baseline,pessimistic,20,mean_waiting_time_min,Mean waiting time,down,min,0,Random Feasible,random_feasible,bramev,0.0,0.0,0.0,,False
baseline,pessimistic,20,mean_travel_distance_km,Mean distance,down,km,0,Random Feasible,random_feasible,bramev,0.5506,0.3957,-0.1549,-28.1329,True
baseline,pessimistic,20,rate_pres,Show-up rate,up,%,0,Random Feasible,random_feasible,bramev,0.371,0.371,0.0,0.0,False
baseline,pessimistic,20,rate_abs,No-show rate,down,%,0,Random Feasible,random_feasible,bramev,0.1452,0.1452,0.0,0.0,False
baseline,pessimistic,20,nb_no_show,No-shows,down,,0,Random Feasible,random_feasible,bramev,9.0,9.0,0.0,0.0,False
baseline,pessimistic,20,nb_reservations,Confirmed reservations,up,,0,Random Feasible,random_feasible,bramev,62.0,62.0,0.0,0.0,False
baseline,pessimistic,20,mean_occupancy_rate,Occupancy rate,up,%,0,Random Feasible,random_feasible,bramev,0.1279,0.1317,0.0038,2.9711,True
baseline,pessimistic,20,mean_service_rate,Service rate,up,%,0,Random Feasible,random_feasible,bramev,0.0451,0.0485,0.0034,7.5388,True
baseline,pessimistic,20,slot_waste_rate,Wasted reserved slots,down,%,0,Random Feasible,random_feasible,bramev,0.6233,0.6236,0.0003,0.0481,False
baseline,pessimistic,20,nb_station_level_rejections,Rejected demands,down,,0,Random Feasible,random_feasible,bramev,107.0,114.0,7.0,6.5421,False
baseline,pessimistic,20,total_ms_mean,End-to-end latency,down,ms,0,Random Feasible,random_feasible,bramev,106.019,102.038,-3.981,-3.755,True
baseline,pessimistic,20,wall_time_s,Wall time,down,s,0,Random Feasible,random_feasible,bramev,4.936,4.766,-0.17,-3.4441,True
baseline,pessimistic,40,exact_satisfaction,Exact satisfaction,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.8546,0.8552,0.0006,0.0702,True
baseline,pessimistic,40,needs_satisfaction,Needs satisfied,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.8585,0.859,0.0005,0.0582,True
baseline,pessimistic,40,confirm_rate,Confirmation rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.9333,0.9333,0.0,0.0,False
baseline,pessimistic,40,mean_waiting_time_min,Mean waiting time,down,min,0,Minimum Waiting Time,min_waiting,bramev,0.444,0.558,0.114,25.6757,False
baseline,pessimistic,40,mean_travel_distance_km,Mean distance,down,km,0,Minimum Waiting Time,min_waiting,bramev,0.4205,0.4103,-0.0102,-2.4257,True
baseline,pessimistic,40,rate_pres,Show-up rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.4107,0.4107,0.0,0.0,False
baseline,pessimistic,40,rate_abs,No-show rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.1964,0.1964,0.0,0.0,False
baseline,pessimistic,40,nb_no_show,No-shows,down,,0,Minimum Waiting Time,min_waiting,bramev,22.0,22.0,0.0,0.0,False
baseline,pessimistic,40,nb_reservations,Confirmed reservations,up,,0,Minimum Waiting Time,min_waiting,bramev,112.0,112.0,0.0,0.0,False
baseline,pessimistic,40,mean_occupancy_rate,Occupancy rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.2333,0.2329,-0.0004,-0.1715,False
baseline,pessimistic,40,mean_service_rate,Service rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.0972,0.0972,0.0,0.0,False
baseline,pessimistic,40,slot_waste_rate,Wasted reserved slots,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.5769,0.577,0.0001,0.0173,False
baseline,pessimistic,40,nb_station_level_rejections,Rejected demands,down,,0,Minimum Waiting Time,min_waiting,bramev,139.0,139.0,0.0,0.0,False
baseline,pessimistic,40,total_ms_mean,End-to-end latency,down,ms,0,Minimum Waiting Time,min_waiting,bramev,138.357,132.222,-6.135,-4.4342,True
baseline,pessimistic,40,wall_time_s,Wall time,down,s,0,Minimum Waiting Time,min_waiting,bramev,9.372,8.952,-0.42,-4.4814,True
baseline,pessimistic,40,exact_satisfaction,Exact satisfaction,up,%,0,Load-Aware,load_aware,bramev,0.8552,0.8552,0.0,0.0,False
baseline,pessimistic,40,needs_satisfaction,Needs satisfied,up,%,0,Load-Aware,load_aware,bramev,0.8583,0.859,0.0007,0.0816,True
baseline,pessimistic,40,confirm_rate,Confirmation rate,up,%,0,Load-Aware,load_aware,bramev,0.9417,0.9333,-0.0084,-0.892,False
baseline,pessimistic,40,mean_waiting_time_min,Mean waiting time,down,min,0,Load-Aware,load_aware,bramev,0.552,0.558,0.006,1.087,False
baseline,pessimistic,40,mean_travel_distance_km,Mean distance,down,km,0,Load-Aware,load_aware,bramev,0.5108,0.4103,-0.1005,-19.675,True
baseline,pessimistic,40,rate_pres,Show-up rate,up,%,0,Load-Aware,load_aware,bramev,0.4159,0.4107,-0.0052,-1.2503,False
baseline,pessimistic,40,rate_abs,No-show rate,down,%,0,Load-Aware,load_aware,bramev,0.1947,0.1964,0.0017,0.8731,False
baseline,pessimistic,40,nb_no_show,No-shows,down,,0,Load-Aware,load_aware,bramev,22.0,22.0,0.0,0.0,False
baseline,pessimistic,40,nb_reservations,Confirmed reservations,up,,0,Load-Aware,load_aware,bramev,113.0,112.0,-1.0,-0.885,False
baseline,pessimistic,40,mean_occupancy_rate,Occupancy rate,up,%,0,Load-Aware,load_aware,bramev,0.232,0.2329,0.0009,0.3879,True
baseline,pessimistic,40,mean_service_rate,Service rate,up,%,0,Load-Aware,load_aware,bramev,0.0953,0.0972,0.0019,1.9937,True
baseline,pessimistic,40,slot_waste_rate,Wasted reserved slots,down,%,0,Load-Aware,load_aware,bramev,0.5758,0.577,0.0012,0.2084,False
baseline,pessimistic,40,nb_station_level_rejections,Rejected demands,down,,0,Load-Aware,load_aware,bramev,143.0,139.0,-4.0,-2.7972,True
baseline,pessimistic,40,total_ms_mean,End-to-end latency,down,ms,0,Load-Aware,load_aware,bramev,130.316,132.222,1.906,1.4626,False
baseline,pessimistic,40,wall_time_s,Wall time,down,s,0,Load-Aware,load_aware,bramev,8.928,8.952,0.024,0.2688,False
baseline,pessimistic,40,exact_satisfaction,Exact satisfaction,up,%,0,Random Feasible,random_feasible,bramev,0.8531,0.8552,0.0021,0.2462,True
baseline,pessimistic,40,needs_satisfaction,Needs satisfied,up,%,0,Random Feasible,random_feasible,bramev,0.8566,0.859,0.0024,0.2802,True
baseline,pessimistic,40,confirm_rate,Confirmation rate,up,%,0,Random Feasible,random_feasible,bramev,0.9091,0.9333,0.0242,2.662,True
baseline,pessimistic,40,mean_waiting_time_min,Mean waiting time,down,min,0,Random Feasible,random_feasible,bramev,0.51,0.558,0.048,9.4118,False
baseline,pessimistic,40,mean_travel_distance_km,Mean distance,down,km,0,Random Feasible,random_feasible,bramev,0.5554,0.4103,-0.1451,-26.1253,True
baseline,pessimistic,40,rate_pres,Show-up rate,up,%,0,Random Feasible,random_feasible,bramev,0.4,0.4107,0.0107,2.675,True
baseline,pessimistic,40,rate_abs,No-show rate,down,%,0,Random Feasible,random_feasible,bramev,0.2,0.1964,-0.0036,-1.8,True
baseline,pessimistic,40,nb_no_show,No-shows,down,,0,Random Feasible,random_feasible,bramev,22.0,22.0,0.0,0.0,False
baseline,pessimistic,40,nb_reservations,Confirmed reservations,up,,0,Random Feasible,random_feasible,bramev,110.0,112.0,2.0,1.8182,True
baseline,pessimistic,40,mean_occupancy_rate,Occupancy rate,up,%,0,Random Feasible,random_feasible,bramev,0.228,0.2329,0.0049,2.1491,True
baseline,pessimistic,40,mean_service_rate,Service rate,up,%,0,Random Feasible,random_feasible,bramev,0.0924,0.0972,0.0048,5.1948,True
baseline,pessimistic,40,slot_waste_rate,Wasted reserved slots,down,%,0,Random Feasible,random_feasible,bramev,0.5821,0.577,-0.0051,-0.8761,True
baseline,pessimistic,40,nb_station_level_rejections,Rejected demands,down,,0,Random Feasible,random_feasible,bramev,213.0,139.0,-74.0,-34.7418,True
baseline,pessimistic,40,total_ms_mean,End-to-end latency,down,ms,0,Random Feasible,random_feasible,bramev,127.015,132.222,5.207,4.0995,False
baseline,pessimistic,40,wall_time_s,Wall time,down,s,0,Random Feasible,random_feasible,bramev,8.618,8.952,0.334,3.8756,False
variant,pessimistic,20,exact_satisfaction,Exact satisfaction,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.9089,0.9089,0.0,0.0,False
variant,pessimistic,20,needs_satisfaction,Needs satisfied,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.9089,0.9089,0.0,0.0,False
variant,pessimistic,20,confirm_rate,Confirmation rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.9254,0.9254,0.0,0.0,False
variant,pessimistic,20,mean_waiting_time_min,Mean waiting time,down,min,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0,0.0,0.0,,False
variant,pessimistic,20,mean_travel_distance_km,Mean distance,down,km,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.3957,0.3957,0.0,0.0,False
variant,pessimistic,20,rate_pres,Show-up rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.371,0.371,0.0,0.0,False
variant,pessimistic,20,rate_abs,No-show rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.1452,0.1452,0.0,0.0,False
variant,pessimistic,20,nb_no_show,No-shows,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,9.0,9.0,0.0,0.0,False
variant,pessimistic,20,nb_reservations,Confirmed reservations,up,,0,Multi-criteria utility,bramev,bramev_nearest_offer,62.0,62.0,0.0,0.0,False
variant,pessimistic,20,mean_occupancy_rate,Occupancy rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.1317,0.1317,0.0,0.0,False
variant,pessimistic,20,mean_service_rate,Service rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0485,0.0485,0.0,0.0,False
variant,pessimistic,20,slot_waste_rate,Wasted reserved slots,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.6236,0.6236,0.0,0.0,False
variant,pessimistic,20,nb_station_level_rejections,Rejected demands,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,114.0,114.0,0.0,0.0,False
