fleet_seed,grid_m,nb_cars,car_id,x_m,y_m,soc_init,autonomy_km,soc_threshold_km,charging_power,pref_dist,pref_energy,pref_wait,noise_pres,noise_abs,noise_early,noise_late
42,3000.0,250,20,2158.19,643.12,0.34764171606508615,430.0,162.20472510097017,6,0.6311590039468854,0.0827659594687475,0.2860750365843671,0.7888364901960352,-0.8098619721330405,0.673380394081873,-0.747545311843969
42,3000.0,250,21,1479.25,2069.34,0.6266105577921852,450.0,146.91474110490938,7,0.18799326794876034,0.33421571135945455,0.47779102069178503,-0.3353314927883573,-0.6332869561039423,-0.990682940416955,0.5275743872058389
42,3000.0,250,22,1341.23,97.22,0.5818049525991122,405.0,134.45363611773172,5,0.2403364025644085,0.04646437365545158,0.71319922378014,0.5612643231537917,0.9285487862439037,0.6000010418383561,0.5079493644348334
42,3000.0,250,23,2283.78,18.67,0.5807860746110944,475.0,208.956588070215,5,0.4174773677562368,0.34758083102857706,0.23494180121518624,-0.38131748489520056,-0.050732164271421354,-0.09136398935790635,-0.7565206030047245
42,3000.0,250,24,1327.9,1065.34,0.4532547814080705,380.0,185.66728971878314,4,0.39639611596752083,0.2586839517698467,0.34491993226263257,-0.6055304033627744,0.40140937534849064,-0.16549965392691268,-0.24597288241660809
42,3000.0,250,25,1508.31,693.89,0.35337833901804816,385.0,145.26376474010092,5,0.24869374831941962,0.1810619873271291,0.5702442643534512,-0.11202431821988457,-0.16268351348067545,0.16448513907312257,0.8534444456472949
42,3000.0,250,26,1524.04,1305.74,0.6950168373413532,440.0,161.17145549461614,7,0.28753762559107093,0.035237001962055335,0.6772253724468738,0.6950921607001996,0.2617383919984324,0.3817644789589818,0.4262225987034325
42,3000.0,250,27,398.66,195.99,0.3739665876647287,400.0,119.43158125015295,7,0.327223680221602,0.09358816598037283,0.5791881537980251,-0.8842885685521296,-0.8128481787957822,-0.7915532327228003,0.8580712452746166
42,3000.0,250,28,1944.12,506.71,0.5075533343188925,460.0,130.67313073778908,7,0.3453046251907744,0.34617168463677567,0.30852369017245,-0.4630607000076328,-0.7005183317141503,-0.803056552731602,0.6664951647679793
42,3000.0,250,29,643.57,1793.57,0.696411247703195,460.0,163.752888816884,5,0.1478312823150423,0.4433727375955838,0.40879598008937396,-0.32469772543945896,0.576329973037506,-0.7538256784438948,0.9510841726567871
42,3000.0,250,30,2070.94,706.21,0.5574834227665806,385.0,122.41547485078286,8,0.42233041873697547,0.4369024672042242,0.14076711405880035,0.4741926688122091,-0.5485052282685989,-0.35301778081402957,-0.23912417808275754
42,3000.0,250,31,2827.74,743.88,0.3912633138896573,315.0,104.61975913642068,5,0.31006761528599763,0.21953504663352386,0.4703973380804785,0.043166224411820275,0.5665527685777585,0.09706846969951544,-0.3665036194370195
42,3000.0,250,32,1369.85,118.75,0.5206780055033968,420.0,135.8848088431997,7,0.3278028796203328,0.5182023952718318,0.1539947251078355,0.36420422078884873,-0.2777964207375987,-0.8085838706070316,0.6307621580011511
42,3000.0,250,33,2527.41,2861.7,0.36705507329317977,330.0,131.04008304873122,6,0.25092209695118584,0.4172933208834807,0.33178458216533346,0.042152700072024984,-0.957465293448204,0.23214553833035878,0.9300112355687118
42,3000.0,250,34,184.32,2317.41,0.33573675807449943,330.0,122.8075547459269,8,0.30150574447777156,0.4250879378696861,0.27340631765254225,0.2663909476897568,0.017482533265977596,-0.007489088912705055,-0.875464779689586
42,3000.0,250,35,856.67,2047.98,0.798830381455188,465.0,159.8680117910317,7,0.2801270930502402,0.30413705059559726,0.41573585635416255,-0.4334847972687301,0.20131432426630402,0.7802026776694324,-0.9593252382833581
42,3000.0,250,36,1920.53,2089.91,0.5283918978147923,390.0,140.8116594662852,5,0.45687086729310594,0.2674690003805425,0.27566013232635156,-0.7504560960220772,-0.0038502523845038716,0.9992980722415181,-0.7159285024707815
42,3000.0,250,37,1034.3,955.75,0.5157859063098362,395.0,178.0108077241044,6,0.28142672931602203,0.358292168562031,0.3602811021219469,-0.9864377290746094,0.659319517084688,-0.3894533266156881,0.9903128221245407
42,3000.0,250,38,1117.27,995.52,0.4772806928351448,370.0,131.73157273984458,7,0.03228235417295384,0.6596364280079433,0.3080812178191028,-0.583273349887496,-0.9658856820675104,-0.6695741521824004,0.051929899878602415
42,3000.0,250,39,1036.83,2751.82,0.5286667366987214,425.0,153.35074613239937,6,0.4936498145707101,0.043628667554627576,0.4627215178746623,-0.17901145654444095,-0.06474275442107924,-0.7970532209521699,0.01511496950883906
42,3000.0,250,40,313.94,1905.01,0.44843410469277073,405.0,142.2148511543657,8,0.13835600354767963,0.5377232173498449,0.3239207791024756,0.29788011553706806,-0.8436118404375088,-0.039974964785870704,0.5839912476399394
42,3000.0,250,41,683.87,2750.67,0.7816923036266705,385.0,150.47660307376267,4,0.24242774225934788,0.6147121273073672,0.14286013043328497,-0.8815449369865775,0.041200957661908344,0.5078386057225319,-0.12659882740218942
42,3000.0,250,42,317.83,1497.41,0.6395790490990081,420.0,126.67537568546464,5,0.34029521100113924,0.32093450710198335,0.3387702818968774,0.1202956921349958,0.7466640066239465,-0.6212315036332485,0.42039285023053186
42,3000.0,250,43,1596.65,1323.91,0.6624068489480529,330.0,159.08708006160842,4,0.24198698450750994,0.2591423707738291,0.4988706447186609,-0.7767586331573759,0.4805267347484754,0.5692652012964614,0.10736051544351644
42,3000.0,250,44,144.12,750.01,0.5263272562106813,495.0,140.41087253583063,7,0.6689650343245876,0.01010410013542076,0.3209308655399916,-0.5301430135756624,0.6481557766834702,0.31464741421502507,-0.5910875708455814
42,3000.0,250,45,1976.16,2438.44,0.7322081560846803,325.0,117.26844158572554,5,0.395446402370071,0.450528342356636,0.154025255273293,-0.7716159995800351,-0.11668165025577149,-0.7010686164273985,-0.8104003619530153
42,3000.0,250,46,2008.29,1283.39,0.5927128847200458,340.0,134.6970104510321,5,0.3051058319054713,0.054820588394073895,0.6400735797004549,-0.14859691320618662,-0.9789804840557796,-0.2599401520943152,0.6051471701793716
42,3000.0,250,47,2113.55,239.38,0.33798311700163575,330.0,105.93531972369277,7,0.5222681078705473,0.419338818709691,0.05839307341976173,0.6598277061791862,0.10880633466163081,0.9861803865695977,-0.8124163614475146
42,3000.0,250,48,1254.71,1033.87,0.38507746414599303,370.0,141.21556902389057,5,0.09346341668617457,0.5392963478830547,0.36724023543077067,0.3954302777615928,-0.4309763148634349,0.9192666736096782,-0.30448876716387985
42,3000.0,250,49,793.21,2137.35,0.505380426077862,345.0,139.59401964836238,6,0.4519226138915462,0.2254969449052547,0.32258044120319906,-0.23736867228482628,-0.33064376471716406,0.30259493491411615,-0.9298302707385138
42,3000.0,250,50,974.25,2659.37,0.5294778266249859,345.0,106.86691464416884,7,0.15960380933716045,0.7749840173232262,0.06541217333961348,0.2652896080288487,0.9998601782612939,0.7609505069037441,0.15570580545113266
42,3000.0,250,51,1817.78,1953.8,0.5644309987226958,435.0,123.7659330518619,4,0.21881450727049806,0.12887277866019986,0.6523127140693021,-0.605924184789149,0.8624865054122683,0.07868916891726974,0.9471468170746571
42,3000.0,250,52,432.34,764.31,0.352812037263284,490.0,156.7710206774402,5,0.323137875942914,0.40038884938535724,0.27647327467172883,0.8194531677392998,-0.4330550357719316,0.8887088736755169,-0.8118133755913655
42,3000.0,250,53,1328.46,12.76,0.7433069710436154,340.0,144.1894756935386,8,0.38590009686841653,0.011622252054279391,0.602477651077304,-0.12783825379063174,0.10160724081493955,-0.8858127063632981,0.32215399285819313
42,3000.0,250,54,69.11,1497.02,0.6984936886450055,440.0,141.88007681853938,4,0.35714596113869074,0.03575710985355,0.6070969290077592,-0.5877043102820614,0.8823632255917861,-0.25753547767456064,0.5006223254001869
42,3000.0,250,55,2820.58,1440.69,0.6939812810693754,390.0,124.67471980428127,8,0.4271716814426647,0.5227502496347756,0.05007806892255975,0.04003104475078212,0.9739846862012174,-0.8228384856639341,-0.1294310074954852
42,3000.0,250,56,2196.58,2479.19,0.6704250250078821,415.0,142.25633615205797,4,0.16781245867187217,0.3442495821452548,0.4879379591828731,0.22249326400035851,0.8199947566316323,0.2360813554944048,0.9553228629114949
42,3000.0,250,57,780.69,104.19,0.6449145804541419,410.0,109.00454468034829,8,0.3975325148258995,0.16650061349902387,0.43596687167507653,0.3913920669146409,0.35912480636478783,0.22040054203831927,0.7258408797901592
42,3000.0,250,58,1789.49,721.34,0.4237575657154216,370.0,113.734342760354,5,0.2733439277542417,0.6238970136818447,0.10275905856391361,0.04771172074739871,-0.4746461731684424,0.6501423457306186,-0.38913380217598204
42,3000.0,250,59,1655.07,2098.71,0.3248246835659165,460.0,161.63262478296372,7,0.21750445619213649,0.47403121038610047,0.30846433342176316,0.9099190820572223,0.521523174165897,0.5572427310377621,0.2292012711154654
42,3000.0,250,60,677.85,2830.64,0.6106882954385306,470.0,121.82074548351103,8,0.0952152080166448,0.7496261562207148,0.1551586357626404,-0.03802509139803534,-0.2432041883091085,-0.9788277675814807,-0.2624518897623207
42,3000.0,250,61,1668.65,917.31,0.6576128201854783,355.0,90.79585374138607,4,0.40635627929011287,0.40648863838147153,0.1871550823284155,-0.6236525536566242,0.9974616694181782,0.09404531050563048,-0.9273297448147195
42,3000.0,250,62,2681.7,2555.51,0.4648902551634143,350.0,119.77483321732825,8,0.2401600487693638,0.6829172605545091,0.07692269067612707,-0.48829644101974923,-0.4823596588216952,-0.40960063536706426,-0.21878223095039329
42,3000.0,250,63,2569.32,2090.87,0.6434257339936469,385.0,157.70971288390118,6,0.21293031241858876,0.3963824940015489,0.39068719357986237,-0.1360442367538215,-0.3633715132011217,-0.8599910016066652,-0.15057493734037175
42,3000.0,250,64,227.84,1878.36,0.5824305729983699,370.0,147.90177128603165,7,0.30628280914244277,0.47138567023453143,0.22233152062302586,0.948256554235922,-0.04138083081924693,-0.2299558594794251,-0.157388907041625
42,3000.0,250,65,1083.04,2498.9,0.7917553671842212,375.0,134.69969574214528,7,0.2712416346370325,0.12840158071198376,0.6003567846509837,0.040224454502774565,0.7642984623596913,0.7559418637142341,0.7011831053246103
42,3000.0,250,66,718.94,2304.25,0.7629836253374307,465.0,144.75152023058595,6,0.451606964541802,0.5145682659235289,0.03382476953466918,-0.7557653960410557,-0.7102955467101781,-0.5283327580069324,0.7938883870644744
42,3000.0,250,67,2511.22,626.83,0.7793560263467347,390.0,154.49375594933176,6,0.3143991778472924,0.21979786441803648,0.46580295773467123,-0.3294199914055391,0.19635992965462434,-0.37620979607897587,-0.16347695599864664
42,3000.0,250,68,432.31,2940.98,0.3925720989592431,370.0,154.67279238292338,5,0.2786900858081355,0.3203593798586353,0.4009505343332293,-0.3618921035165348,-0.13094641432112697,-0.5071345447401989,0.4695805644091675
42,3000.0,250,69,2814.44,255.62,0.5396959969713956,335.0,116.63102297257426,5,0.5291026314264273,0.1896865591480033,0.28121080942556925,-0.31647145736963456,0.4715219093223386,-0.8396477365762163,-0.08983696889583825
42,3000.0,250,70,1433.26,82.65,0.45733873639874806,405.0,101.719859932045,8,0.49961494581104904,0.25730537525847674,0.24307967893047425,0.9538334220234623,0.7002305865760938,-0.48814434714058885,-0.9123689102839263
42,3000.0,250,71,101.57,223.65,0.5771164209750214,385.0,127.77695905413917,8,0.3043477687386739,0.28511976210189244,0.41053246915943364,0.4857961969672133,-0.1697031058319023,0.014747178205232414,-0.35035652112029125
42,3000.0,250,72,433.22,1782.2,0.3809870125062975,460.0,150.77163979645883,4,0.2386710061341155,0.4688272800318482,0.2925017138340363,0.578409767534956,-0.37785756537033777,-0.9844144873512832,0.1039358142838882
42,3000.0,250,73,375.28,2672.7,0.4999850895668935,440.0,117.4271459806763,5,0.03491698470405161,0.5455305939079959,0.41955242138795246,0.9824315393493857,-0.3376321896902852,0.8173997789409073,0.7892868902533658
42,3000.0,250,74,1146.92,946.62,0.7804767834715536,465.0,223.86372180227076,8,0.5634291179737496,0.25075044185182355,0.18582044017442678,0.8633488409214456,-0.7194528741154842,-0.6930902328808675,-0.8684284032582301
42,3000.0,250,75,2116.18,889.79,0.5490004480352699,395.0,134.96883429984328,7,0.39268774131249123,0.39035753780214133,0.21695472088536738,-0.2628447402222498,-0.18904681910050125,-0.021180141165285438,0.4022019951093827
42,3000.0,250,76,915.02,397.73,0.4526983546337456,480.0,184.5119069850832,5,0.37338455632325546,0.10702691606317902,0.5195885276135656,0.5537597445490723,0.980801789809493,-0.9894268209618684,-0.49373833826271274
42,3000.0,250,77,2449.63,2245.52,0.3646114252845557,395.0,138.078418630966,5,0.5660874160154505,0.23333020150792663,0.20058238247662283,-0.07612610584288437,0.50947648193709,-0.2134970041558697,0.3650852695828959
42,3000.0,250,78,1334.13,2268.82,0.5212790525926752,460.0,206.8838227551581,5,0.3418322337344803,0.2660633371795332,0.39210442908598653,0.8647584206173728,-0.9315158089700377,-0.9289573836023335,-0.511748267748029
42,3000.0,250,79,2884.59,1053.15,0.48004310115099635,415.0,111.0918806604582,8,0.3382700466974016,0.34945521213790076,0.31227474116469767,-0.7058584238539236,-0.7694843001541254,0.26493456283967554,0.40182334825024446
42,3000.0,250,80,1527.75,1543.8,0.7646455909894174,370.0,130.14247249860523,5,0.22532859451213216,0.4573855771597266,0.3172858283281412,-0.9781242987343819,0.13098496849018937,-0.6310126478396967,-0.45424237069863627
42,3000.0,250,81,999.62,2812.52,0.5170066877907167,305.0,145.54046029257364,8,0.33572428152295786,0.3138940301747691,0.350381688302273,0.632647697550746,0.2891528695353136,-0.793601168108365,0.6661152560774892
42,3000.0,250,82,1095.63,2794.56,0.7390211922092434,340.0,144.55299306524532,6,0.23291404963845083,0.46425751989627706,0.30282843046527214,0.6425715881891649,0.30856358129914785,0.23332199296969658,0.05028364833672616
42,3000.0,250,83,223.64,2120.21,0.4001683044863812,350.0,102.90309833058284,4,0.010314671618106949,0.08009035891125253,0.9095949694706406,-0.5597765831171648,-0.40734562392208784,-0.022055712687741424,-0.20521658846342028
42,3000.0,250,84,816.88,2990.49,0.5534420977898467,390.0,140.10331839305888,5,0.10563371398210743,0.48919485403700835,0.40517143198088423,0.46191961118597935,0.5243609508510048,0.8665169885033623,0.6519235827557746
42,3000.0,250,85,2809.5,2831.68,0.7826853502569873,370.0,113.95619818597748,5,0.4141045060759275,0.07896499272163834,0.5069305012024341,0.32289881106398677,0.9083198773711065,-0.8046397964898879,0.3725832305631078
42,3000.0,250,86,2181.05,183.12,0.7512156932786307,410.0,141.2989010122231,8,0.05696376937731058,0.565501703402343,0.3775345272203464,-0.5079446499002005,-0.8502715590703311,0.03759669832548096,0.6162582110394654
42,3000.0,250,87,1533.83,327.93,0.58536605897311,395.0,154.86459131980862,5,0.7957062511645034,0.14152381263932257,0.06276993619617392,0.014037553910668521,0.038230074560130056,0.15703960324806499,-0.5848788084917991
42,3000.0,250,88,760.41,935.12,0.738529866538242,455.0,162.0550308511534,4,0.26694479929409265,0.4891748838383057,0.2438803168676017,-0.9164938368880193,0.7873229203061027,-0.8332454395151003,0.3438013376846696
42,3000.0,250,89,572.23,546.63,0.7464897832734841,320.0,108.74163205541977,6,0.6522260553263299,0.02989771653568145,0.3178762281379886,0.8777162889363757,0.060403503211921006,-0.9491352947892857,0.27285644738465087
42,3000.0,250,90,171.41,2794.41,0.4788514373600223,380.0,139.20588528721927,8,0.2051754183408092,0.2683128335473179,0.526511748111873,-0.7223573247280812,-0.7456937702707258,0.40484170213835236,-0.32419326944831117
42,3000.0,250,91,1469.49,1512.63,0.5883134935056841,425.0,132.30374635506686,6,0.40045180817756354,0.45454812002532985,0.14500007179710658,0.7168686982106187,-0.37276986983833504,-0.9459623643763442,-0.8337690492473102
42,3000.0,250,92,2580.85,1591.62,0.3493710760481,360.0,158.58110216584382,7,0.2913470146688588,0.624863128746383,0.08378985658475831,-0.0005881806240741749,0.9075549135213334,0.6575747551551974,-0.13705353919480734
42,3000.0,250,93,1913.19,403.56,0.4882984368341077,410.0,136.35854568978323,7,0.4456409425297601,0.37127324201456824,0.18308581545567176,-0.22345463733487225,-0.6913475479796998,-0.42753164176741176,-0.5496285224890747
42,3000.0,250,94,1578.45,2547.89,0.34277301612402,440.0,134.54241254674372,4,0.16290746668567743,0.7825349398163557,0.05455759349796703,-0.0441077583136249,-0.10030217728422763,-0.6413585236268968,-0.4222464363910321
42,3000.0,250,95,706.64,2736.6,0.5020712586781769,475.0,174.27126199170513,4,0.3343294762156267,0.6506290453495795,0.015041478434793717,-0.4807620555265575,-0.9259559077682569,-0.672869364148726,0.357162203407573
42,3000.0,250,96,2654.24,2234.87,0.7896534951074686,330.0,123.95406301805424,5,0.37037339062421537,0.3988030729131468,0.23082353646263776,0.3564057900166733,0.5127426182516774,-0.01832547398059714,0.8548731470447439
42,3000.0,250,97,1207.33,1313.25,0.7120001647058869,360.0,97.0563309780701,4,0.10146670014477105,0.43205676641511,0.4664765334401189,0.46279324985674664,0.16193501202974536,0.6148860490765591,-0.5199362352777923
42,3000.0,250,98,2697.82,2541.15,0.7383997306349346,380.0,97.3855571749058,5,0.1973151062595099,0.46314672748006375,0.3395381662604263,0.7969656389751272,-0.09995367325541249,-0.009739870010187612,0.9935877158133208
42,3000.0,250,99,2498.22,213.87,0.3382894670559612,405.0,138.5829527415258,7,0.6207284692020266,0.0942289211992753,0.285042609598698,-0.653233747222496,-0.12604063527921028,0.33021186063993135,0.01333699673018085
42,3000.0,250,100,1066.33,1977.49,0.7283596361990787,410.0,176.0060328279763,5,0.30950110848641926,0.3595967112303613,0.3309021802832195,0.6824777656744652,0.9667868401991118,0.4175778182315766,0.7440620910738631
42,3000.0,250,101,2296.91,2551.43,0.6111646866582943,345.0,105.59796514654715,8,0.4580265906006042,0.31879718086000547,0.2231762285393904,0.8036025121117469,-0.7510876154488575,0.3127091253353307,-0.42422744256500766
42,3000.0,250,102,520.17,77.71,0.6196774914326335,400.0,171.3790193648507,8,0.3781295442626824,0.27760903751474053,0.34426141822257705,-0.9477390251361621,-0.0002382800966542753,-0.6026198775328262,0.4694653522936372
42,3000.0,250,103,1672.85,1438.64,0.5731432542097288,345.0,126.8283855371497,7,0.23625013493768535,0.4844065713896486,0.27934329367266614,-0.39236115548457695,0.8887108016834453,0.6749205141335859,-0.9093808970860602
42,3000.0,250,104,205.25,1602.94,0.33110525052378365,360.0,156.8279196971966,8,0.4668373808942726,0.20357183291976289,0.32959078618596455,0.917033249719057,-0.4177938546797588,0.24095456555887806,0.5418834645460346
42,3000.0,250,105,1643.32,864.07,0.5554354428567609,355.0,134.65184500968977,8,0.5950757616252067,0.2577615798830908,0.14716265849170254,0.9925723326768783,0.7773318778305565,-0.6930355980109646,0.7669117902296625
42,3000.0,250,106,1723.63,475.05,0.35135342549136933,345.0,130.79236637880155,7,0.3040062818142808,0.6150805562403829,0.08091316194533636,-0.49048821662955744,0.8946638947728933,-0.7101011791974101,0.5652828130845728
42,3000.0,250,107,513.97,635.1,0.6979892597499682,420.0,169.3190502659413,8,0.13045595074100816,0.5964743567447094,0.2730696925142825,0.5224206203129738,-0.815568555004059,0.041741867388106035,0.621975267771848
42,3000.0,250,108,2369.95,676.81,0.6813162582519245,480.0,175.87709594702602,5,0.2792446754486859,0.2637266772917488,0.45702864725956527,0.9268837477459888,0.6393566584196095,-0.963835713253032,0.03314172096630186
42,3000.0,250,109,120.48,1484.54,0.4142315764794069,495.0,179.67535019832346,7,0.19445743480427063,0.755848730793207,0.0496938344025223,-0.36829927627740977,0.7411163239693255,-0.46543060362700284,0.7001901064174365
42,3000.0,250,110,1647.95,1674.92,0.64714810443225,425.0,184.78739500045526,8,0.49356615335149034,0.07671841344644112,0.42971543320206845,-0.9254678353178123,0.6500968408479639,-0.007384762077846219,0.8156845201066698
42,3000.0,250,111,1490.77,2416.37,0.37978469390438,450.0,156.36096575852955,5,0.11054052257776813,0.14931414431994722,0.7401453331022847,-0.05643192763812177,-0.6366364306628942,-0.5568099496966876,-0.4354594817583022
42,3000.0,250,112,548.37,1614.43,0.544798927933694,360.0,94.58635680678412,6,0.9280674322713928,0.05359105172655191,0.01834151600205534,-0.6278406573922359,0.872874983355105,0.42823699371829527,-0.4755564370233609
42,3000.0,250,113,2371.94,273.04,0.5375357527954991,300.0,126.27078631847564,8,0.3253563634961122,0.4152448184946197,0.2593988180092682,-0.5287792753332607,-0.6081272860343352,-0.7730486220797907,-0.1399904053096872
42,3000.0,250,114,354.0,1534.26,0.38131394108735206,385.0,172.25089793268097,7,0.42632980135658055,0.24563221796507803,0.3280379806783414,0.9847803768317176,-0.48208663143621244,0.7347606187631193,-0.26153313127848943
42,3000.0,250,115,2437.77,2800.97,0.7706979426107904,435.0,130.15751394597896,7,0.37134721223662,0.13950766632054618,0.48914512144283384,-0.47570604958828033,-0.9551060883663549,0.568263093596888,-0.4978660739860046
42,3000.0,250,116,2548.66,930.47,0.6471143886438122,330.0,114.97999168712882,7,0.2792895727339779,0.29688647516812,0.42382395209790213,0.8118246869499497,0.052823030547723526,0.1280160005588067,0.19653911998587215
42,3000.0,250,117,1071.38,1540.0,0.5474889534258511,420.0,154.83020288378827,8,0.2824378538548803,0.397574115503784,0.3199880306413357,-0.17184649103090588,0.45461119021906127,0.7360160039417782,0.45483821818085746
42,3000.0,250,118,2292.85,172.8,0.7273188174760484,395.0,143.64425840952393,7,0.11128901923299532,0.7081090749448578,0.18060190582214694,0.6271475424365967,-0.24149803539399528,-0.2839492059132196,-0.8511823462963424
42,3000.0,250,119,2016.43,698.28,0.494666620464577,425.0,178.2283354630174,6,0.47095758376926183,0.041931713412971756,0.4871107028177664,0.9212387207291379,0.05639257321628177,-0.28417817488251984,-0.2028625471726231
42,3000.0,250,120,2038.03,1118.97,0.6084317108975759,335.0,113.91330633078924,5,0.03497214218985687,0.2471596093703875,0.7178682484397555,0.4930238774588891,0.6321773977579483,-0.026846853565851925,-0.8617738288816505
42,3000.0,250,121,833.98,2234.57,0.3109834016468609,325.0,115.00524941326708,7,0.20679477927673454,0.450903265882435,0.3423019548408304,-0.6951223311923833,-0.39713995299768756,-0.7521064541821985,-0.9619799040212149
42,3000.0,250,122,133.75,1892.74,0.390368746439335,400.0,159.16398673749921,8,0.304149373240808,0.34434617102114373,0.3515044557380483,0.5905876286406058,-0.43839577393488627,-0.30383961278448335,-0.29696587972278365
42,3000.0,250,123,1890.17,645.66,0.44535099399131556,445.0,153.0906466815286,8,0.263748890941721,0.6018175410653361,0.13443356799294284,-0.5188266608133989,0.023915028283038042,0.6047406261936188,-0.6882348909227409
42,3000.0,250,124,664.64,2783.27,0.6648467192162355,445.0,164.6692719150668,4,0.023918720380825896,0.5819180346174133,0.3941632450017608,-0.9920425240053974,0.38344311097621286,0.8701697094495568,0.6779024598222576
42,3000.0,250,125,2807.53,2663.55,0.44770424763529065,395.0,151.69230001543593,4,0.21783551235606208,0.37766759529648997,0.4044968923474479,0.9617472693163396,0.5101990720739464,-0.3814020751934599,-0.9071506182743903
42,3000.0,250,126,984.91,2595.71,0.4914374664218566,405.0,121.68294274134543,6,0.17755850674308846,0.35408283748737207,0.46835865576953944,0.24446556875299486,-0.581801830393168,0.5685214751984076,0.4388825324150696
42,3000.0,250,127,1457.75,1599.05,0.6285856460603981,455.0,178.62826613304122,4,0.13373767377421328,0.2416216511556578,0.6246406750701289,0.8535211137829373,-0.9185604288799594,0.6647913199014512,0.1698286903127395
